 
ESQ,74375.9774463,,Emotion_response,3.0,Experience Sampling Questions,1,1989864,,Marker Started at 3,Movie Task
 
Runtime Mod,15
EXPERIMENT DATA:,Movie Task
Start Time,74375.98777800001
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,74501.08298450001
ESQ,79522.7534011,,Deliberate_response,2.0,Experience Sampling Questions,1,1989864,,Marker Started at 2,Movie Task
ESQ,79523.78938139998,,Past_response,10.0,Experience Sampling Questions,1,1989864,,Marker Started at 10,Movie Task
 
Runtime Mod,-5
EXPERIMENT DATA:,GoNoGo Task
Start Time,79526.18664189999
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,79616.3067358
ESQ,79716.42807299999,,Self_response,9.0,Experience Sampling Questions,1,1989864,,Marker Started at 9,GoNoGo Task
ESQ,79717.4440597,,Other_response,9.0,Experience Sampling Questions,1,1989864,,Marker Started at 9,GoNoGo Task
 
Runtime Mod,-9
EXPERIMENT DATA:,GoNoGo Task
Start Time,79717.4612813
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,79799.6263417
ESQ,80272.0202574,,Future_response,5.0,Experience Sampling Questions,1,1989864,,Marker Started at 5,GoNoGo Task
ESQ,80273.3331701,,Past_response,4.0,Experience Sampling Questions,1,1989864,,Marker Started at 4,GoNoGo Task
 
Runtime Mod,8
EXPERIMENT DATA:,Finger Tapping Task
Start Time,80273.35053719999
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,80414.8719851
ESQ,85831.0631888,,Modality_response,9.0,Experience Sampling Questions,1,1989864,,Marker Started at 9,Finger Tapping Task
ESQ,85832.36304619999,,Focus_response,5.0,Experience Sampling Questions,1,1989864,,Marker Started at 5,Finger Tapping Task
 
Runtime Mod,-13
EXPERIMENT DATA:,Finger Tapping Task
Start Time,85832.38140479999
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,85918.2550913
ESQ,92894.6398982,,Focus_response,3.0,Experience Sampling Questions,1,1989864,,Marker Started at 3,Finger Tapping Task
ESQ,92895.66088059999,,Absorption_response,3.0,Experience Sampling Questions,1,1989864,,Marker Started at 3,Finger Tapping Task
 
Runtime Mod,8
EXPERIMENT DATA:,Memory Task
Start Time,92901.3804352
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,92929.377783
ESQ,92941.53017599997,,Problem_response,3.0,Experience Sampling Questions,1,1989864,,Marker Started at 3,Memory Task
ESQ,92942.57176700002,,Modality_response,10.0,Experience Sampling Questions,1,1989864,,Marker Started at 10,Memory Task
 
Runtime Mod,9
EXPERIMENT DATA:,Memory Task
Start Time,92942.58746529999
EXPERIMENT DATA:,Experience Sampling Questions
Start Time,92970.2003887
ESQ,92975.60043539997,,Absorption_response,4.0,Experience Sampling Questions,1,1989864,,Marker Started at 4,Memory Task
ESQ,92976.62045549997,,Self_response,2.0,Experience Sampling Questions,1,1989864,,Marker Started at 2,Memory Task
 
Runtime Mod,11
EXPERIMENT DATA:,Reading Task
Start Time,92976.64391789999
